block_idx,track,timestamp_s,ground_truth_label,lumir_prediction,rms
0,All_of_the_Lights,0.0,MID,MID,0.1468784362077713
1,All_of_the_Lights,0.0928798185941043,MID,MID,0.1534049808979034
2,All_of_the_Lights,0.1857596371882086,MID,MID,0.1516101658344268
3,All_of_the_Lights,0.2786394557823129,MID,MID,0.2177610993385315
4,All_of_the_Lights,0.3715192743764172,MID,MID,0.2185969054698944
5,All_of_the_Lights,0.4643990929705215,MID,MID,0.2122651934623718
6,All_of_the_Lights,0.5572789115646258,MID,MID,0.1697916984558105
7,All_of_the_Lights,0.6501587301587302,MID,MID,0.18636055290699
8,All_of_the_Lights,0.7430385487528345,MID,MID,0.2222721129655838
9,All_of_the_Lights,0.8359183673469388,MID,MID,0.1874017268419265
10,All_of_the_Lights,0.9287981859410432,MID,MID,0.1947243958711624
11,All_of_the_Lights,1.0216780045351477,MID,MID,0.1759449541568756
12,All_of_the_Lights,1.1145578231292517,MID,LOW,0.175766721367836
13,All_of_the_Lights,1.207437641723356,MID,LOW,0.1803018748760223
14,All_of_the_Lights,1.3003174603174603,MID,LOW,0.1607135385274887
15,All_of_the_Lights,1.3931972789115643,MID,LOW,0.2060907185077667
16,All_of_the_Lights,1.486077097505669,MID,MID,0.2111025601625442
17,All_of_the_Lights,1.5789569160997732,MID,MID,0.2538443803787231
18,All_of_the_Lights,1.6718367346938776,MID,MID,0.2131193727254867
19,All_of_the_Lights,1.7647165532879818,MID,MID,0.2319591343402862
20,All_of_the_Lights,1.8575963718820865,MID,MID,0.1460421234369278
21,All_of_the_Lights,1.9504761904761905,MID,MID,0.1925181448459625
22,All_of_the_Lights,2.043356009070295,MID,MID,0.225481778383255
23,All_of_the_Lights,2.136235827664399,MID,MID,0.180385410785675
24,All_of_the_Lights,2.2291156462585033,MID,MID,0.1552508473396301
25,All_of_the_Lights,2.321995464852608,MID,LOW,0.1176730319857597
26,All_of_the_Lights,2.414875283446712,MID,LOW,0.2069608569145202
27,All_of_the_Lights,2.507755102040816,MID,MID,0.2878353893756866
28,All_of_the_Lights,2.6006349206349206,MID,MID,0.2466588467359542
29,All_of_the_Lights,2.693514739229025,MID,MID,0.1966419517993927
30,All_of_the_Lights,2.786394557823129,MID,MID,0.2124657332897186
31,All_of_the_Lights,2.8792743764172335,MID,MID,0.2046424448490142
32,All_of_the_Lights,2.972154195011338,MID,MID,0.1961345672607422
33,All_of_the_Lights,3.0650340136054424,MID,MID,0.1295871585607528
34,All_of_the_Lights,3.1579138321995464,MID,LOW,0.1267409026622772
35,All_of_the_Lights,3.250793650793651,MID,LOW,0.1610741764307022
36,All_of_the_Lights,3.3436734693877552,MID,LOW,0.1579025089740753
37,All_of_the_Lights,3.436553287981859,MID,LOW,0.1775819212198257
38,All_of_the_Lights,3.5294331065759637,MID,LOW,0.1979254335165023
39,All_of_the_Lights,3.622312925170068,MID,LOW,0.1763370782136917
40,All_of_the_Lights,3.715192743764173,MID,LOW,0.2277090549468994
41,All_of_the_Lights,3.808072562358277,MID,LOW,0.2694169878959656
42,All_of_the_Lights,3.900952380952381,MID,LOW,0.2358760833740234
43,All_of_the_Lights,3.9938321995464854,MID,LOW,0.2570641338825226
44,All_of_the_Lights,4.08671201814059,MID,MID,0.2434307634830474
45,All_of_the_Lights,4.179591836734694,MID,MID,0.2171016931533813
46,All_of_the_Lights,4.272471655328798,MID,MID,0.1699458509683609
47,All_of_the_Lights,4.365351473922902,MID,MID,0.1723184287548065
48,All_of_the_Lights,4.458231292517007,MID,LOW,0.1837090700864792
49,All_of_the_Lights,4.551111111111111,MID,LOW,0.1781730204820633
50,All_of_the_Lights,4.6439909297052155,MID,LOW,0.1181156486272811
51,All_of_the_Lights,4.73687074829932,MID,LOW,0.1790731549263
52,All_of_the_Lights,4.829750566893424,MID,LOW,0.1101986095309257
53,All_of_the_Lights,4.922630385487528,MID,LOW,0.1670820415019989
54,All_of_the_Lights,5.015510204081632,MID,LOW,0.1474026590585708
55,All_of_the_Lights,5.108390022675737,MID,LOW,0.1548962444067001
56,All_of_the_Lights,5.201269841269841,MID,LOW,0.1804453730583191
57,All_of_the_Lights,5.294149659863946,MID,LOW,0.1300081014633178
58,All_of_the_Lights,5.38702947845805,MID,LOW,0.1661779433488845
59,All_of_the_Lights,5.479909297052155,MID,LOW,0.1920919716358184
60,All_of_the_Lights,5.572789115646258,MID,LOW,0.202306866645813
61,All_of_the_Lights,5.6656689342403626,MID,LOW,0.1728065758943557
62,All_of_the_Lights,5.758548752834467,MID,LOW,0.1825129985809326
63,All_of_the_Lights,5.851428571428571,MID,LOW,0.1305393725633621
64,All_of_the_Lights,5.944308390022676,MID,LOW,0.1974887698888778
65,All_of_the_Lights,6.03718820861678,MID,LOW,0.1987218111753463
66,All_of_the_Lights,6.130068027210885,MID,LOW,0.1724259257316589
67,All_of_the_Lights,6.222947845804988,MID,LOW,0.2030028849840164
68,All_of_the_Lights,6.315827664399093,MID,LOW,0.1885512769222259
69,All_of_the_Lights,6.408707482993197,MID,LOW,0.2177689969539642
70,All_of_the_Lights,6.501587301587302,MID,LOW,0.1667230278253555
71,All_of_the_Lights,6.594467120181406,MID,LOW,0.184256225824356
72,All_of_the_Lights,6.6873469387755105,MID,LOW,0.2311723977327346
73,All_of_the_Lights,6.780226757369615,MID,LOW,0.1742566525936126
74,All_of_the_Lights,6.873106575963718,MID,LOW,0.1860883384943008
75,All_of_the_Lights,6.965986394557823,MID,LOW,0.183283731341362
76,All_of_the_Lights,7.058866213151927,MID,LOW,0.1959491968154907
77,All_of_the_Lights,7.151746031746032,MID,LOW,0.1806558072566986
78,All_of_the_Lights,7.244625850340136,MID,LOW,0.5304591655731201
79,All_of_the_Lights,7.337505668934241,HIGH,LOW,0.5317500829696655
80,All_of_the_Lights,7.430385487528345,HIGH,LOW,0.5114923715591431
81,All_of_the_Lights,7.523265306122449,HIGH,LOW,0.5088564157485962
82,All_of_the_Lights,7.616145124716553,HIGH,LOW,0.4984782040119171
83,All_of_the_Lights,7.7090249433106575,HIGH,LOW,0.5088745951652527
84,All_of_the_Lights,7.801904761904762,HIGH,MID,0.5524436235427856
85,All_of_the_Lights,7.894784580498866,HIGH,MID,0.5837838053703308
86,All_of_the_Lights,7.987664399092971,HIGH,MID,0.4480800032615661
87,All_of_the_Lights,8.080544217687075,HIGH,MID,0.4832356870174408
88,All_of_the_Lights,8.17342403628118,HIGH,MID,0.525080144405365
89,All_of_the_Lights,8.266303854875284,HIGH,MID,0.490233838558197
90,All_of_the_Lights,8.359183673469389,HIGH,MID,0.5135415196418762
91,All_of_the_Lights,8.452063492063493,HIGH,MID,0.5641183853149414
92,All_of_the_Lights,8.544943310657596,HIGH,MID,0.5828366875648499
93,All_of_the_Lights,8.6378231292517,HIGH,MID,0.356223851442337
94,All_of_the_Lights,8.730702947845804,HIGH,MID,0.4900161921977997
95,All_of_the_Lights,8.823582766439909,HIGH,MID,0.4793074131011963
96,All_of_the_Lights,8.916462585034013,HIGH,MID,0.4664735794067383
97,All_of_the_Lights,9.009342403628118,HIGH,MID,0.3219749331474304
98,All_of_the_Lights,9.102222222222222,HIGH,MID,0.4557135701179504
99,All_of_the_Lights,9.195102040816328,HIGH,MID,0.5565366148948669
100,All_of_the_Lights,9.287981859410433,HIGH,MID,0.5047628283500671
101,All_of_the_Lights,9.380861678004536,HIGH,MID,0.5820176005363464
102,All_of_the_Lights,9.47374149659864,HIGH,MID,0.5801443457603455
103,All_of_the_Lights,9.566621315192744,HIGH,MID,0.6115635633468628
104,All_of_the_Lights,9.659501133786849,HIGH,MID,0.5123705863952637
105,All_of_the_Lights,9.752380952380951,HIGH,MID,0.4244170486927032
106,All_of_the_Lights,9.845260770975056,HIGH,MID,0.5332416296005249
107,All_of_the_Lights,9.93814058956916,HIGH,MID,0.5385580658912659
108,All_of_the_Lights,10.031020408163265,HIGH,MID,0.458880752325058
109,All_of_the_Lights,10.12390022675737,HIGH,MID,0.5841841697692871
110,All_of_the_Lights,10.216780045351474,HIGH,MID,0.6036671996116638
111,All_of_the_Lights,10.309659863945578,HIGH,MID,0.514560878276825
112,All_of_the_Lights,10.402539682539684,HIGH,MID,0.5802449584007263
113,All_of_the_Lights,10.495419501133789,HIGH,MID,0.4957003593444824
114,All_of_the_Lights,10.588299319727891,HIGH,MID,0.4654673039913177
115,All_of_the_Lights,10.681179138321996,HIGH,MID,0.442438542842865
116,All_of_the_Lights,10.7740589569161,HIGH,MID,0.4768453538417816
117,All_of_the_Lights,10.866938775510205,HIGH,MID,0.5358676314353943
118,All_of_the_Lights,10.95981859410431,HIGH,MID,0.4893544912338257
119,All_of_the_Lights,11.052698412698414,HIGH,MID,0.5567395687103271
120,All_of_the_Lights,11.145578231292516,HIGH,MID,0.5405129790306091
121,All_of_the_Lights,11.23845804988662,HIGH,MID,0.5904004573822021
122,All_of_the_Lights,11.331337868480723,HIGH,MID,0.5498862862586975
123,All_of_the_Lights,11.42421768707483,HIGH,MID,0.4479296207427978
124,All_of_the_Lights,11.517097505668934,HIGH,MID,0.4923520982265472
125,All_of_the_Lights,11.609977324263038,HIGH,MID,0.5658136606216431
126,All_of_the_Lights,11.702857142857145,HIGH,MID,0.447764128446579
127,All_of_the_Lights,11.795736961451247,HIGH,MID,0.5711216926574707
128,All_of_the_Lights,11.888616780045352,HIGH,MID,0.5940432548522949
129,All_of_the_Lights,11.981496598639456,HIGH,MID,0.3900665044784546
130,All_of_the_Lights,12.07437641723356,HIGH,MID,0.4870961606502533
131,All_of_the_Lights,12.167256235827663,HIGH,MID,0.4196806848049164
132,All_of_the_Lights,12.26013605442177,HIGH,MID,0.2737942636013031
133,All_of_the_Lights,12.353015873015874,HIGH,MID,0.263114720582962
134,All_of_the_Lights,12.445895691609977,HIGH,MID,0.174996942281723
135,All_of_the_Lights,12.53877551020408,HIGH,MID,0.5957154035568237
136,All_of_the_Lights,12.631655328798184,HIGH,MID,0.3767721354961395
137,All_of_the_Lights,12.72453514739229,HIGH,MID,0.5280181169509888
138,All_of_the_Lights,12.817414965986394,HIGH,MID,0.5332950949668884
139,All_of_the_Lights,12.9102947845805,HIGH,MID,0.5248790979385376
140,All_of_the_Lights,13.003174603174603,HIGH,MID,0.5529672503471375
141,All_of_the_Lights,13.096054421768708,HIGH,MID,0.555595874786377
142,All_of_the_Lights,13.188934240362812,HIGH,MID,0.4974293410778045
143,All_of_the_Lights,13.281814058956916,HIGH,MID,0.5647205114364624
144,All_of_the_Lights,13.37469387755102,HIGH,MID,0.4701385796070099
145,All_of_the_Lights,13.467573696145124,HIGH,MID,0.560404360294342
146,All_of_the_Lights,13.56045351473923,HIGH,MID,0.5543354749679565
147,All_of_the_Lights,13.653333333333334,HIGH,MID,0.5213150382041931
148,All_of_the_Lights,13.746213151927437,HIGH,MID,0.5358321666717529
149,All_of_the_Lights,13.83909297052154,HIGH,MID,0.5167694091796875
150,All_of_the_Lights,13.931972789115646,HIGH,MID,0.4553575217723846
151,All_of_the_Lights,14.02485260770975,HIGH,MID,0.5682632923126221
152,All_of_the_Lights,14.117732426303856,HIGH,MID,0.5612220168113708
153,All_of_the_Lights,14.21061224489796,HIGH,MID,0.548453152179718
154,All_of_the_Lights,14.303492063492063,HIGH,MID,0.5569375157356262
155,All_of_the_Lights,14.396371882086168,HIGH,MID,0.5539745092391968
156,All_of_the_Lights,14.489251700680272,HIGH,MID,0.5473860502243042
157,All_of_the_Lights,14.582131519274377,HIGH,MID,0.5580049157142639
158,All_of_the_Lights,14.67501133786848,HIGH,MID,0.541318416595459
159,All_of_the_Lights,14.767891156462586,HIGH,MID,0.5016998052597046
160,All_of_the_Lights,14.86077097505669,HIGH,MID,0.4915496706962585
161,All_of_the_Lights,14.953650793650796,HIGH,MID,0.5551992654800415
162,All_of_the_Lights,15.046530612244895,HIGH,MID,0.4987532496452331
163,All_of_the_Lights,15.139410430839002,HIGH,MID,0.5531740188598633
164,All_of_the_Lights,15.232290249433106,HIGH,MID,0.5521811842918396
165,All_of_the_Lights,15.32517006802721,HIGH,MID,0.4716584682464599
166,All_of_the_Lights,15.418049886621317,HIGH,MID,0.4324703514575958
167,All_of_the_Lights,15.51092970521542,HIGH,MID,0.4851102530956268
168,All_of_the_Lights,15.603809523809524,HIGH,MID,0.4741494655609131
169,All_of_the_Lights,15.696689342403628,HIGH,MID,0.464226633310318
170,All_of_the_Lights,15.789569160997733,HIGH,MID,0.1779507100582122
171,All_of_the_Lights,15.882448979591835,HIGH,MID,0.5282602906227112
172,All_of_the_Lights,15.975328798185942,HIGH,MID,0.4759016036987304
173,All_of_the_Lights,16.068208616780044,HIGH,MID,0.5215426683425903
174,All_of_the_Lights,16.16108843537415,HIGH,MID,0.5485846400260925
175,All_of_the_Lights,16.253968253968253,HIGH,MID,0.5839143991470337
176,All_of_the_Lights,16.34684807256236,HIGH,MID,0.6363663673400879
177,All_of_the_Lights,16.439727891156462,HIGH,MID,0.4890961647033691
178,All_of_the_Lights,16.532607709750568,HIGH,MID,0.4257600009441376
179,All_of_the_Lights,16.62548752834467,HIGH,MID,0.5627665519714355
180,All_of_the_Lights,16.718367346938777,HIGH,MID,0.4893301427364349
181,All_of_the_Lights,16.81124716553288,HIGH,MID,0.5099755525588989
182,All_of_the_Lights,16.904126984126986,HIGH,MID,0.5817683935165405
183,All_of_the_Lights,16.99700680272109,HIGH,MID,0.5753134489059448
184,All_of_the_Lights,17.08988662131519,HIGH,MID,0.5108931064605713
185,All_of_the_Lights,17.182766439909297,HIGH,MID,0.5937604308128357
186,All_of_the_Lights,17.2756462585034,HIGH,MID,0.4821065962314605
187,All_of_the_Lights,17.368526077097506,HIGH,MID,0.4839563965797424
188,All_of_the_Lights,17.46140589569161,HIGH,MID,0.4919394254684448
189,All_of_the_Lights,17.554285714285715,HIGH,MID,0.5312402248382568
190,All_of_the_Lights,17.647165532879818,HIGH,MID,0.5672213435173035
191,All_of_the_Lights,17.740045351473924,HIGH,MID,0.4997435510158539
192,All_of_the_Lights,17.832925170068027,HIGH,MID,0.5681845545768738
193,All_of_the_Lights,17.925804988662133,HIGH,MID,0.5673884749412537
194,All_of_the_Lights,18.018684807256236,HIGH,MID,0.5586205124855042
195,All_of_the_Lights,18.11156462585034,HIGH,MID,0.5189935564994812
196,All_of_the_Lights,18.204444444444444,HIGH,MID,0.4862999022006988
197,All_of_the_Lights,18.297324263038547,HIGH,MID,0.517641544342041
198,All_of_the_Lights,18.390204081632653,HIGH,MID,0.4992986917495727
199,All_of_the_Lights,18.483083900226756,HIGH,MID,0.5107219815254211
200,All_of_the_Lights,18.575963718820866,HIGH,MID,0.5769191980361938
201,All_of_the_Lights,18.668843537414965,HIGH,MID,0.6032368540763855
202,All_of_the_Lights,18.76172335600907,HIGH,MID,0.3194284737110138
203,All_of_the_Lights,18.854603174603177,HIGH,MID,0.536770224571228
204,All_of_the_Lights,18.94748299319728,HIGH,MID,0.409456193447113
205,All_of_the_Lights,19.040362811791383,HIGH,MID,0.3117733001708984
206,All_of_the_Lights,19.13324263038549,HIGH,MID,0.3792181611061096
207,All_of_the_Lights,19.22612244897959,HIGH,MID,0.3893766403198242
208,All_of_the_Lights,19.319002267573698,HIGH,MID,0.5396844148635864
209,All_of_the_Lights,19.4118820861678,HIGH,MID,0.4726583957672119
210,All_of_the_Lights,19.504761904761907,HIGH,MID,0.5595797896385193
211,All_of_the_Lights,19.59764172335601,HIGH,MID,0.567408561706543
212,All_of_the_Lights,19.690521541950112,HIGH,MID,0.5532487034797668
213,All_of_the_Lights,19.783401360544214,HIGH,MID,0.5800660252571106
214,All_of_the_Lights,19.87628117913832,HIGH,MID,0.5276980996131897
215,All_of_the_Lights,19.969160997732427,HIGH,MID,0.5518021583557129
216,All_of_the_Lights,20.06204081632653,HIGH,MID,0.5398468375205994
217,All_of_the_Lights,20.154920634920636,HIGH,MID,0.4622717499732971
218,All_of_the_Lights,20.24780045351474,HIGH,MID,0.5753844380378723
219,All_of_the_Lights,20.340680272108845,HIGH,MID,0.5272867679595947
220,All_of_the_Lights,20.433560090702947,HIGH,MID,0.5267086029052734
221,All_of_the_Lights,20.526439909297057,HIGH,MID,0.5137503147125244
222,All_of_the_Lights,20.619319727891156,HIGH,MID,0.4809389412403106
223,All_of_the_Lights,20.712199546485262,HIGH,MID,0.4949310719966888
224,All_of_the_Lights,20.805079365079365,HIGH,MID,0.5491580367088318
225,All_of_the_Lights,20.897959183673468,HIGH,MID,0.5573916435241699
226,All_of_the_Lights,20.990839002267577,HIGH,MID,0.5570669174194336
227,All_of_the_Lights,21.083718820861677,HIGH,HIGH,0.5625295042991638
228,All_of_the_Lights,21.176598639455783,HIGH,HIGH,0.571437656879425
229,All_of_the_Lights,21.269478458049885,HIGH,HIGH,0.5510484576225281
230,All_of_the_Lights,21.36235827664399,HIGH,HIGH,0.5414074659347534
231,All_of_the_Lights,21.455238095238094,HIGH,HIGH,0.5211964845657349
232,All_of_the_Lights,21.5481179138322,HIGH,HIGH,0.4798236191272735
233,All_of_the_Lights,21.640997732426303,HIGH,HIGH,0.4767901003360748
234,All_of_the_Lights,21.73387755102041,HIGH,HIGH,0.5865342020988464
235,All_of_the_Lights,21.826757369614512,HIGH,HIGH,0.4697752892971039
236,All_of_the_Lights,21.91963718820862,HIGH,HIGH,0.577384889125824
237,All_of_the_Lights,22.01251700680272,HIGH,HIGH,0.5599899888038635
238,All_of_the_Lights,22.105396825396827,HIGH,HIGH,0.5413212776184082
239,All_of_the_Lights,22.19827664399093,HIGH,HIGH,0.4832134246826172
240,All_of_the_Lights,22.291156462585032,HIGH,HIGH,0.5022957921028137
241,All_of_the_Lights,22.38403628117914,HIGH,HIGH,0.5003305077552795
242,All_of_the_Lights,22.47691609977324,HIGH,HIGH,0.4806488752365112
243,All_of_the_Lights,22.569795918367348,HIGH,HIGH,0.5218957662582397
244,All_of_the_Lights,22.66267573696145,HIGH,HIGH,0.600311815738678
245,All_of_the_Lights,22.755555555555556,HIGH,HIGH,0.5357789993286133
246,All_of_the_Lights,22.84843537414966,HIGH,HIGH,0.5456089973449707
247,All_of_the_Lights,22.941315192743765,HIGH,HIGH,0.5118591785430908
248,All_of_the_Lights,23.034195011337868,HIGH,HIGH,0.5214266777038574
249,All_of_the_Lights,23.127074829931978,HIGH,HIGH,0.5596379041671753
250,All_of_the_Lights,23.219954648526077,HIGH,HIGH,0.4548336863517761
251,All_of_the_Lights,23.312834467120183,HIGH,HIGH,0.4933623969554901
252,All_of_the_Lights,23.40571428571429,HIGH,HIGH,0.5575387477874756
253,All_of_the_Lights,23.49859410430839,HIGH,HIGH,0.4905185997486114
254,All_of_the_Lights,23.591473922902495,HIGH,HIGH,0.5553107261657715
255,All_of_the_Lights,23.684353741496597,HIGH,HIGH,0.579959511756897
256,All_of_the_Lights,23.777233560090703,HIGH,HIGH,0.5763646960258484
257,All_of_the_Lights,23.87011337868481,HIGH,HIGH,0.5004246830940247
258,All_of_the_Lights,23.962993197278912,HIGH,HIGH,0.5428228974342346
259,All_of_the_Lights,24.055873015873015,HIGH,HIGH,0.4790998995304107
260,All_of_the_Lights,24.14875283446712,HIGH,HIGH,0.5030853748321533
261,All_of_the_Lights,24.241632653061224,HIGH,HIGH,0.4664409160614013
262,All_of_the_Lights,24.33451247165533,HIGH,HIGH,0.5219529867172241
263,All_of_the_Lights,24.427392290249433,HIGH,HIGH,0.502912700176239
264,All_of_the_Lights,24.52027210884354,HIGH,HIGH,0.5525322556495667
265,All_of_the_Lights,24.61315192743764,HIGH,HIGH,0.5652620792388916
266,All_of_the_Lights,24.706031746031748,HIGH,HIGH,0.5384001731872559
267,All_of_the_Lights,24.79891156462585,HIGH,HIGH,0.5447723865509033
268,All_of_the_Lights,24.891791383219953,HIGH,HIGH,0.49790820479393
269,All_of_the_Lights,24.98467120181406,HIGH,HIGH,0.4745246171951294
270,All_of_the_Lights,25.07755102040816,HIGH,HIGH,0.5757676959037781
271,All_of_the_Lights,25.170430839002268,HIGH,HIGH,0.5379190444946289
